Dc_Dist,Psa,Dispatch_Date_Time,Dispatch_Date,Dispatch_Time,Hour,Dc_Key,Location_Block,UCR_General,Text_General_Code,Police_Districts,Month,Lon,Lat,Zipcode
26,3,4/1/2015 4:30,4/1/2015,4:30:00,4,2.02E+11,2000 BLOCK E SERGEANT ST,1400,Vandalism/Criminal Mischief,19,2015-04,-75.126758,39.986115,19125
2,2,8/18/2015 21:08,8/18/2015,21:08:00,21,2.02E+11,5900 BLOCK RISING SUN AVE,400,Aggravated Assault,2,2015-08,-75.102236,40.044244,19120
12,1,11/19/2015 23:20,11/19/2015,23:20:00,23,2.02E+11,8100 BLOCK SUFFOLK AVE,500,Burglary,9,2015-11,-75.244576,39.898302,19153
9,2,2/5/2015 10:08,2/5/2015,10:08:00,10,2.02E+11,1500 BLOCK JOHN F KENNEDY BLVD,300,Robbery,8,2015-02,-75.165851,39.953671,19102
9,2,4/27/2015 14:24,4/27/2015,14:24:00,14,2.02E+11,1600 BLOCK JOHN F KENNEDY BLVD,600,Thefts,8,2015-04,-75.16807,39.953953,19103
14,2,7/4/2015 22:22,7/4/2015,22:22:00,22,2.02E+11,300 BLOCK E CHELTEN AV,1400,Vandalism/Criminal Mischief,10,2015-07,-75.171255,40.039146,19144
26,2,6/24/2015 18:32,6/24/2015,18:32:00,18,2.02E+11,100 BLOCK LAUREL ST,600,Thefts,19,2015-06,-75.139237,39.96498,19123
7,3,1/7/2015 11:58,1/7/2015,11:58:00,11,2.02E+11,300 BLOCK BYBERRY RD,1100,Fraud,6,2015-01,-75.020158,40.126457,19116
24,3,1/7/2015 0:29,1/7/2015,0:29:00,0,2.02E+11,3500 BLOCK RICHMOND ST,700,Recovered Stolen Motor Vehicle,17,2015-01,-75.092745,39.987529,19134
2,3,9/22/2015 15:23,9/22/2015,15:23:00,15,2.02E+11,2300 BLOCK COTTMAN AVE,600,Thefts,2,2015-09,-75.059355,40.047461,19149
15,2,3/2/2015 15:32,3/2/2015,15:32:00,15,2.02E+11,2800 BLOCK LEVICK ST,1400,Vandalism/Criminal Mischief,11,2015-03,-75.06399,40.032014,19149
18,2,12/9/2015 22:53,12/9/2015,22:53:00,22,2.02E+11,100 BLOCK S RUBY ST,500,Burglary,14,2015-12,-75.228526,39.957726,19139
3,3,4/29/2015 17:37,4/29/2015,17:37:00,17,2.02E+11,700 BLOCK DUDLEY ST,200,Rape,3,2015-04,-75.158392,39.924645,19148
6,2,6/4/2015 10:45,6/4/2015,10:45:00,10,2.02E+11,800 BLOCK MARKET ST,1100,Fraud,5,2015-06,-75.153641,39.951101,19107
19,3,6/5/2015 9:59,6/5/2015,9:59:00,9,2.02E+11,5100 BLOCK W COLUMBIA AVE 1,1400,Vandalism/Criminal Mischief,15,2015-06,-75.223286,39.980004,19131
39,2,2/27/2015 23:49,2/27/2015,23:49:00,23,2.02E+11,3400 BLOCK N 21ST ST,300,Robbery,21,2015-02,-75.163678,40.006183,19140
3,3,8/18/2015 11:04,8/18/2015,11:04:00,11,2.02E+11,2700 BLOCK S HUTCHINSON ST,400,Aggravated Assault,3,2015-08,-75.164051,39.91509,19148
2,2,11/16/2015 1:39,11/16/2015,1:39:00,1,2.02E+11,300 BLOCK FANSHAWE ST,500,Burglary,2,2015-11,-75.094251,40.053709,19111
77,A,7/2/2015 13:40,7/2/2015,13:40:00,13,2.02E+11,98 PIA WAY,600,Thefts,22,2015-07,-75.232354,39.883546,19153
39,2,3/21/2015 13:56,3/21/2015,13:56:00,13,2.02E+11,1600 BLOCK ROWAN ST,600,Thefts,21,2015-03,-75.153539,40.019827,19140
25,3,9/16/2015 12:48,9/16/2015,12:48:00,12,2.02E+11,200 BLOCK W ONTARIO ST,1400,Vandalism/Criminal Mischief,18,2015-09,-75.134559,40.00236,19140
9,2,7/25/2015 1:49,7/25/2015,1:49:00,1,2.02E+11,1900 BLOCK CALLOWHILL ST,2100,Driving Under The Influence,8,2015-07,-75.170061,39.960572,19103
26,3,1/8/2015 9:55,1/8/2015,9:55:00,9,2.02E+11,2600 BLOCK KENSINGTON AVE,1600,Prostitution and Commercialized Vice,19,2015-01,-75.127384,39.988844,19125
26,3,7/8/2015 6:41,7/8/2015,6:41:00,6,2.02E+11,2200 BLOCK E HAROLD ST,700,Thefts,19,2015-07,-75.12149,39.98277,19125
2,1,11/2/2015 17:09,11/2/2015,17:09:00,17,2.02E+11,6400 BLOCK CASTOR AV,600,Thefts,2,2015-11,-75.076783,40.040199,19149
26,3,7/15/2015 17:22,7/15/2015,17:22:00,17,2.02E+11,2300 BLOCK CEDAR ST,1400,Vandalism/Criminal Mischief,19,2015-07,-75.125965,39.977633,19125
5,3,5/27/2015 15:08,5/27/2015,15:08:00,15,2.02E+11,6900 BLOCK RIDGE AV,600,Thefts,4,2015-05,-75.227956,40.043571,19128
15,1,11/8/2015 18:34,11/8/2015,18:34:00,18,2.02E+11,4300 BLOCK FRANKFORD AV,1400,Vandalism/Criminal Mischief,11,2015-11,-75.08811,40.011808,19124
9,2,6/11/2015 8:38,6/11/2015,8:38:00,8,2.02E+11,1500 BLOCK MARKET ST,2500,Vagrancy/Loitering,8,2015-06,-75.165287,39.95255,19102
16,2,8/11/2015 4:27,8/11/2015,4:27:00,4,2.02E+11,4600 BLOCK WYALUSING AVE,400,Aggravated Assault,12,2015-08,-75.215,39.970908,19131
22,1,4/10/2015 21:09,4/10/2015,21:09:00,21,2.02E+11,N LAMBERT ST / W MONTGOMERY AV,1400,Vandalism/Criminal Mischief,16,2015-04,-75.168497,39.981646,19121
22,1,2/21/2015 18:32,2/21/2015,18:32:00,18,2.02E+11,2100 BLOCK N BROAD ST,600,Thefts,16,2015-02,-75.156234,39.986238,19122
25,4,4/16/2015 1:53,4/16/2015,1:53:00,1,2.02E+11,3300 BLOCK N 13TH ST,1400,Vandalism/Criminal Mischief,18,2015-04,-75.150421,40.002943,19140
2,1,11/11/2015 16:36,11/11/2015,16:36:00,16,2.02E+11,6200 BLOCK SUMMERDALE AVE,700,Thefts,2,2015-11,-75.084351,40.039717,19111
24,2,8/2/2015 3:19,8/2/2015,3:19:00,3,2.02E+11,3100 BLOCK KENSINGTON AV,600,Thefts,17,2015-08,-75.113603,39.996332,19134
22,1,4/27/2015 21:57,4/27/2015,21:57:00,21,2.02E+11,N 17TH ST / W LEHIGH AVE,700,Recovered Stolen Motor Vehicle,16,2015-04,-75.15937,39.994534,19132
18,3,11/30/2015 2:43,11/30/2015,2:43:00,2,2.02E+11,4300 BLOCK LOCUST ST,600,Thefts,14,2015-11,-75.209221,39.95372,19104
24,1,9/11/2015 9:56,9/11/2015,9:56:00,9,2.02E+11,3400 BLOCK I ST,700,Recovered Stolen Motor Vehicle,17,2015-09,-75.110723,39.999336,19134
1,1,5/3/2015 7:54,5/3/2015,7:54:00,7,2.02E+11,S BROAD ST / E PASSYUNK AVE,2100,Driving Under The Influence,3,2015-05,-75.169365,39.9256,19148
18,3,5/24/2015 23:34,5/24/2015,23:34:00,23,2.02E+11,4000 BLOCK WALNUT ST,600,Thefts,14,2015-05,-75.202659,39.954172,19104
17,3,4/15/2015 17:47,4/15/2015,17:47:00,17,2.02E+11,1600 BLOCK S BROAD ST,1400,Vandalism/Criminal Mischief,13,2015-04,-75.168487,39.930445,19145
2,2,12/2/2015 1:20,12/2/2015,1:20:00,1,2.02E+11,5800 BLOCK RISING SUN AV,600,Thefts,2,2015-12,-75.103728,40.04327,19120
18,3,5/27/2015 2:29,5/27/2015,2:29:00,2,2.02E+11,S 48TH ST / SPRINGFIELD AVE,2100,Driving Under The Influence,14,2015-05,-75.216474,39.946077,19143
39,2,10/5/2015 22:39,10/5/2015,22:39:00,22,2.02E+11,3800 BLOCK N 17TH ST,300,Robbery,21,2015-10,-75.155726,40.011511,19140
14,3,11/20/2015 13:56,11/20/2015,13:56:00,13,2.02E+11,300 BLOCK W JOHNSON ST,600,Thefts,10,2015-11,-75.187319,40.040869,19144
6,2,2/18/2015 14:38,2/18/2015,14:38:00,14,2.02E+11,1000 BLOCK MARKET ST,2400,Disorderly Conduct,5,2015-02,-75.156776,39.951586,19107
19,3,5/28/2015 7:36,5/28/2015,7:36:00,7,2.02E+11,5700 BLOCK STEWART ST,600,Thefts,15,2015-05,-75.235633,39.977589,19131
26,3,7/1/2015 6:49,7/1/2015,6:49:00,6,2.02E+11,1300 BLOCK FRANKFORD AV,600,Thefts,19,2015-07,-75.134492,39.970219,19125
35,1,9/13/2015 23:30,9/13/2015,23:30:00,23,2.02E+11,6600 BLOCK N 15TH ST,600,Thefts,20,2015-09,-75.14291,40.054874,19126
24,3,5/24/2015 4:05,5/24/2015,4:05:00,4,2.02E+11,3100 BLOCK SALMON ST,300,Robbery,17,2015-05,-75.104397,39.982313,19134
19,3,4/25/2015 4:00,4/25/2015,4:00:00,4,2.02E+11,1500 BLOCK N 52ND ST,700,Recovered Stolen Motor Vehicle,15,2015-04,-75.226642,39.977321,19131
15,3,10/11/2015 21:32,10/11/2015,21:32:00,21,2.02E+11,4900 BLOCK RHAWN ST,600,Thefts,11,2015-10,-75.023878,40.033365,19136
15,2,8/31/2015 10:37,8/31/2015,10:37:00,10,2.02E+11,2100 BLOCK STEVENS ST,600,Thefts,11,2015-08,-75.069709,40.030544,19149
18,2,11/2/2015 18:43,11/2/2015,18:43:00,18,2.02E+11,S 52ND ST / LARCHWOOD AV,1400,Vandalism/Criminal Mischief,14,2015-11,-75.226542,39.95201,19143
15,3,6/3/2015 13:24,6/3/2015,13:24:00,13,2.02E+11,4700 BLOCK SHEFFIELD AVE,700,Recovered Stolen Motor Vehicle,11,2015-06,-75.028501,40.032423,19136
2,1,1/30/2015 17:12,1/30/2015,17:12:00,17,2.02E+11,800 BLOCK CARVER ST,500,Burglary,2,2015-01,-75.091421,40.034471,19124
35,1,9/5/2015 9:01,9/5/2015,9:01:00,9,2.02E+11,6600 BLOCK N BROAD ST,600,Thefts,20,2015-09,-75.141505,40.053621,19126
24,2,12/8/2015 21:09,12/8/2015,21:09:00,21,2.02E+11,3000 BLOCK KENSINGTON AVE,1600,Prostitution and Commercialized Vice,17,2015-12,-75.11801,39.994007,19134
22,2,3/4/2015 19:02,3/4/2015,19:02:00,19,2.02E+11,1800 BLOCK N 22ND ST,400,Aggravated Assault,16,2015-03,-75.170541,39.982263,19121
8,3,9/8/2015 16:55,9/8/2015,16:55:00,16,2.02E+11,12000 BLOCK LEGION ST,600,Thefts,7,2015-09,-74.977814,40.090605,19154
15,2,3/11/2015 4:38,3/11/2015,4:38:00,4,2.02E+11,6200 BLOCK FRANKFORD AVE,2100,Driving Under The Influence,11,2015-03,-75.060641,40.027801,19149
12,1,10/12/2015 14:02,10/12/2015,14:02:00,14,2.02E+11,6600 BLOCK ESSINGTON AV,700,Recovered Stolen Motor Vehicle,9,2015-10,-75.22117,39.914999,19153
25,1,12/12/2015 12:40,12/12/2015,12:40:00,12,2.02E+11,N 10TH ST / W PIKE ST,600,Thefts,18,2015-12,-75.14365,40.011448,19140
6,2,1/8/2015 8:33,1/8/2015,8:33:00,8,2.02E+11,0 BLOCK S 03RD ST,700,Thefts,5,2015-01,-75.145768,39.949533,19106
24,3,2/3/2015 18:46,2/3/2015,18:46:00,18,2.02E+11,3000 BLOCK TULIP ST,700,Recovered Stolen Motor Vehicle,17,2015-02,-75.11146,39.987448,19134
25,3,7/27/2015 8:32,7/27/2015,8:32:00,8,2.02E+11,2900 BLOCK N 03RD ST,600,Thefts,18,2015-07,-75.136718,39.994829,19133
22,2,10/30/2015 18:27,10/30/2015,18:27:00,18,2.02E+11,2100 BLOCK N 29TH ST,300,Robbery,16,2015-10,-75.180649,39.987848,19121
6,3,2/2/2015 17:45,2/2/2015,17:45:00,17,2.02E+11,500 BLOCK PINE ST,500,Burglary,5,2015-02,-75.150901,39.943851,19106
25,4,4/29/2015 22:41,4/29/2015,22:41:00,22,2.02E+11,700 BLOCK W ERIE AVE,700,Thefts,18,2015-04,-75.14116,40.007909,19140
2,2,5/11/2015 16:20,5/11/2015,16:20:00,16,2.02E+11,500 BLOCK W HILL CREEK DR,700,Thefts,2,2015-05,-75.111378,40.037411,19120
17,1,9/16/2015 2:04,9/16/2015,2:04:00,2,2.02E+11,1100 BLOCK DORRANCE ST,600,Thefts,13,2015-09,-75.174478,39.937773,19146
15,3,5/5/2015 12:47,5/5/2015,12:47:00,12,2.02E+11,7700 BLOCK FRANKFORD AV,600,Thefts,11,2015-05,-75.033161,40.039526,19136
2,2,5/12/2015 20:39,5/12/2015,20:39:00,20,2.02E+11,600 BLOCK SANGER ST,1400,Vandalism/Criminal Mischief,2,2015-05,-75.101686,40.039524,19120
19,1,6/7/2015 17:14,6/7/2015,17:14:00,17,2.02E+11,6000 BLOCK W COLUMBIA AV,600,Thefts,15,2015-06,-75.24127,39.981193,19151
39,2,4/22/2015 20:16,4/22/2015,20:16:00,20,2.02E+11,3400 BLOCK N 16TH ST,600,Thefts,21,2015-04,-75.15521,40.00598,19140
12,3,10/31/2015 19:19,10/31/2015,19:19:00,19,2.02E+11,6000 BLOCK BUIST AVE,2100,Driving Under The Influence,9,2015-10,-75.221794,39.925074,19142
7,3,3/24/2015 12:57,3/24/2015,12:57:00,12,2.02E+11,800 BLOCK BARLOW ST,1100,Fraud,6,2015-03,-75.015895,40.1175,19116
17,1,7/1/2015 22:46,7/1/2015,22:46:00,22,2.02E+11,1500 BLOCK WASHINGTON AVE,600,Thefts,13,2015-07,-75.169972,39.938308,19146
39,2,8/18/2015 19:36,8/18/2015,19:36:00,19,2.02E+11,4100 BLOCK N BROAD ST 1,600,Thefts,21,2015-08,-75.149728,40.016511,19140
6,2,12/16/2015 18:21,12/16/2015,18:21:00,18,2.02E+11,600 BLOCK MARKET ST,600,Thefts,5,2015-12,-75.150434,39.9507,19106
22,1,7/31/2015 20:17,7/31/2015,20:17:00,20,2.02E+11,2200 BLOCK N 16TH ST,300,Robbery,16,2015-07,-75.159081,39.988243,19132
6,3,5/15/2015 9:08,5/15/2015,9:08:00,9,2.02E+11,700 BLOCK SANSOM ST,700,Recovered Stolen Motor Vehicle,5,2015-05,-75.153962,39.948815,19106
12,2,5/4/2015 16:04,5/4/2015,16:04:00,16,2.02E+11,7000 BLOCK PASCHALL AV,1400,Vandalism/Criminal Mischief,9,2015-05,-75.240235,39.919504,19142
24,3,7/24/2015 11:38,7/24/2015,11:38:00,11,2.02E+11,2800 BLOCK ARAMINGO AVE,300,Robbery,17,2015-07,-75.115611,39.983606,19134
35,2,4/29/2015 12:05,4/29/2015,12:05:00,12,2.02E+11,N BROAD ST / W OLNEY AVE,2500,Vagrancy/Loitering,20,2015-04,-75.144752,40.039082,19141
18,2,4/6/2015 6:54,4/6/2015,6:54:00,6,2.02E+11,5500 BLOCK ADDISON ST,400,Aggravated Assault,14,2015-04,-75.233088,39.953415,19143
35,3,3/15/2015 20:35,3/15/2015,20:35:00,20,2.02E+11,6800 BLOCK N BOUVIER ST,300,Robbery,20,2015-03,-75.146305,40.058279,19126
24,1,2/26/2015 16:21,2/26/2015,16:21:00,16,2.02E+11,4000 BLOCK HOWLAND ST,1400,Vandalism/Criminal Mischief,17,2015-02,-75.103431,40.008078,19124
22,1,6/15/2015 12:56,6/15/2015,12:56:00,12,2.02E+11,2300 BLOCK N BROAD ST,300,Robbery,16,2015-06,-75.155981,39.987939,19132
18,3,4/24/2015 7:05,4/24/2015,7:05:00,7,2.02E+11,4600 BLOCK OSAGE AVE,600,Thefts,14,2015-04,-75.2161,39.951548,19143
24,1,4/17/2015 0:42,4/17/2015,0:42:00,0,2.02E+11,3500 BLOCK I ST,500,Burglary,17,2015-04,-75.110123,40.001552,19134
2,1,3/24/2015 16:05,3/24/2015,16:05:00,16,2.02E+11,4600 BLOCK E ROOSEVELT BLVD,600,Thefts,2,2015-03,-75.099584,40.02849,19124
22,1,10/25/2015 17:45,10/25/2015,17:45:00,17,2.02E+11,1200 BLOCK POLETT WALK,600,Thefts,16,2015-10,-75.153711,39.981182,19122
22,2,12/3/2015 19:13,12/3/2015,19:13:00,19,2.02E+11,2800 BLOCK W YORK ST,300,Robbery,16,2015-12,-75.17798,39.992234,19132
25,4,7/27/2015 19:17,7/27/2015,19:17:00,19,2.02E+11,1000 BLOCK W GLENWOOD AVE,1800,Narcotic / Drug Law Violations,18,2015-07,-75.146233,39.999627,19133
26,2,12/1/2015 15:52,12/1/2015,15:52:00,15,2.02E+11,800 BLOCK JEFFERSON ST,500,Burglary,19,2015-12,-75.149317,39.974629,19122
12,3,10/31/2015 20:20,10/31/2015,20:20:00,20,2.02E+11,1600 BLOCK S WILTON ST,1400,Vandalism/Criminal Mischief,9,2015-10,-75.215868,39.937316,19143
26,1,11/8/2015 17:31,11/8/2015,17:31:00,17,2.02E+11,300 BLOCK W SUSQUEHANNA AVE,1100,Fraud,19,2015-11,-75.139704,39.984115,19122
12,3,4/21/2015 11:07,4/21/2015,11:07:00,11,2.02E+11,2500 BLOCK S WANAMAKER ST,700,Thefts,9,2015-04,-75.219828,39.927689,19143
3,3,10/13/2015 18:34,10/13/2015,18:34:00,18,2.02E+11,1100 BLOCK WASHINGTON AVE,600,Thefts,3,2015-10,-75.163001,39.937367,19147
25,4,1/4/2015 3:55,1/4/2015,3:55:00,3,2.02E+11,N 11TH ST / W SOMERSET ST,1400,Vandalism/Criminal Mischief,18,2015-01,-75.148892,39.994847,19133
15,3,7/21/2015 17:45,7/21/2015,17:45:00,17,2.02E+11,7600 BLOCK REVERE ST,700,Recovered Stolen Motor Vehicle,11,2015-07,-75.049673,40.050578,19152
26,3,4/27/2015 20:03,4/27/2015,20:03:00,20,2.02E+11,1900 BLOCK E FIRTH ST,700,Recovered Stolen Motor Vehicle,19,2015-04,-75.12817,39.986792,19125
35,1,1/1/2015 8:20,1/1/2015,8:20:00,8,2.02E+11,6600 BLOCK N 05TH ST,600,Thefts,20,2015-01,-75.126969,40.052793,19126
16,2,10/27/2015 1:42,10/27/2015,1:42:00,1,2.02E+11,5000 BLOCK HAVERFORD AVE,500,Burglary,12,2015-10,-75.220238,39.963829,19139
17,1,5/20/2015 11:30,5/20/2015,11:30:00,11,2.02E+11,1100 BLOCK S HICKS ST,600,Thefts,13,2015-05,-75.169321,39.936071,19146
19,3,6/23/2015 10:09,6/23/2015,10:09:00,10,2.02E+11,5000 BLOCK PARKSIDE AVE,600,Thefts,15,2015-06,-75.220859,39.980585,19131
15,2,6/2/2015 17:28,6/2/2015,17:28:00,17,2.02E+11,5200 BLOCK DITMAN ST,600,Thefts,11,2015-06,-75.06977,40.014572,19124
19,2,9/26/2015 8:27,9/26/2015,8:27:00,8,2.02E+11,5600 BLOCK VINE ST,1100,Fraud,15,2015-09,-75.231825,39.965636,19139
22,4,9/18/2015 23:41,9/18/2015,23:41:00,23,2.02E+11,2500 BLOCK NICHOLAS ST,1400,Vandalism/Criminal Mischief,16,2015-09,-75.175846,39.980461,19121
19,1,8/22/2015 2:59,8/22/2015,2:59:00,3,2.02E+11,800 BLOCK N 63RD ST,2100,Driving Under The Influence,15,2015-08,-75.245936,39.977761,19151
18,2,1/2/2015 15:40,1/2/2015,15:40:00,15,2.02E+11,0 BLOCK S 52ND ST,1500,Weapon Violations,14,2015-01,-75.224974,39.959782,19139
8,2,12/30/2015 1:10,12/30/2015,1:10:00,1,2.02E+11,GRANT AV / FRANKFORD AV,300,Robbery,7,2015-12,-74.990434,40.060405,19114
35,3,10/7/2015 21:55,10/7/2015,21:55:00,21,2.02E+11,5100 BLOCK N 15TH ST,400,Aggravated Assault,20,2015-10,-75.14795,40.032301,19141
9,1,9/28/2015 15:53,9/28/2015,15:53:00,15,2.02E+11,1500 BLOCK WALNUT ST,600,Thefts,8,2015-09,-75.166749,39.949709,19102
24,1,9/14/2015 23:24,9/14/2015,23:24:00,23,2.02E+11,1800 BLOCK E RUSSELL ST,300,Robbery,17,2015-09,-75.107223,39.998248,19134
24,1,8/28/2015 5:22,8/28/2015,5:22:00,5,2.02E+11,1400 BLOCK E BRISTOL ST,1400,Vandalism/Criminal Mischief,17,2015-08,-75.099348,40.01209,19124
22,4,12/23/2015 8:46,12/23/2015,8:46:00,8,2.02E+11,3000 BLOCK W GIRARD AV,600,Thefts,16,2015-12,-75.186022,39.97486,19130
25,1,8/2/2015 13:34,8/2/2015,13:34:00,13,2.02E+11,3900 BLOCK N 08TH ST,1400,Vandalism/Criminal Mischief,18,2015-08,-75.140904,40.012257,19140
12,3,2/21/2015 5:24,2/21/2015,5:24:00,5,2.02E+11,5400 BLOCK WOODLAND AV,1400,Vandalism/Criminal Mischief,9,2015-02,-75.219109,39.936348,19143
19,1,5/4/2015 7:01,5/4/2015,7:01:00,7,2.02E+11,6200 BLOCK JEFFERSON ST,1400,Vandalism/Criminal Mischief,15,2015-05,-75.24416,39.978482,19151
15,3,8/10/2015 10:40,8/10/2015,10:40:00,10,2.02E+11,7000 BLOCK STATE RD,700,Thefts,11,2015-08,-75.036877,40.023336,19135
35,1,4/7/2015 21:39,4/7/2015,21:39:00,21,2.02E+11,5900 BLOCK N LAWRENCE ST,600,Thefts,20,2015-04,-75.128555,40.041921,19120
5,2,6/26/2015 10:03,6/26/2015,10:03:00,10,2.02E+11,100 BLOCK DUPONT ST,500,Burglary,4,2015-06,-75.227429,40.028451,19127
12,4,11/28/2015 16:33,11/28/2015,16:33:00,16,2.02E+11,700 BLOCK S 50TH ST,700,Recovered Stolen Motor Vehicle,9,2015-11,-75.222533,39.947339,19143
15,1,5/12/2015 15:40,5/12/2015,15:40:00,15,2.02E+11,1600 BLOCK BRIDGE ST,400,Aggravated Assault,11,2015-05,-75.076071,40.022477,19124
25,2,6/13/2015 8:20,6/13/2015,8:20:00,8,2.02E+11,600 BLOCK E ANNSBURY ST,1400,Vandalism/Criminal Mischief,18,2015-06,-75.11165,40.017247,19120
7,1,5/26/2015 19:05,5/26/2015,19:05:00,19,2.02E+11,1800 BLOCK DANFORTH ST,500,Burglary,6,2015-05,-75.051574,40.070543,19152
24,1,10/7/2015 7:28,10/7/2015,7:28:00,7,2.02E+11,1400 BLOCK E BRISTOL ST,600,Thefts,17,2015-10,-75.099348,40.01209,19124
15,2,1/20/2015 14:04,1/20/2015,14:04:00,14,2.02E+11,6400 BLOCK TORRESDALE AVE,600,Thefts,11,2015-01,-75.051755,40.021606,19135
24,3,12/21/2015 8:39,12/21/2015,8:39:00,8,2.02E+11,2600 BLOCK E LEHIGH AV,1400,Vandalism/Criminal Mischief,17,2015-12,-75.114246,39.978057,19125
18,3,5/6/2015 21:00,5/6/2015,21:00:00,21,2.02E+11,4600 BLOCK CHESTNUT ST,600,Thefts,14,2015-05,-75.214813,39.95724,19139
8,3,10/15/2015 18:22,10/15/2015,18:22:00,18,2.02E+11,3300 BLOCK MORNING GLORY RD,600,Thefts,7,2015-10,-74.977657,40.095706,19154
24,1,2/25/2015 10:23,2/25/2015,10:23:00,10,2.02E+11,1900 BLOCK E ONTARIO ST,600,Thefts,17,2015-02,-75.107237,39.997309,19134
12,3,7/6/2015 0:01,7/6/2015,0:01:00,0,2.02E+11,5400 BLOCK WOODLAND AVE,400,Aggravated Assault,9,2015-07,-75.22192,39.935218,19143
35,2,4/2/2015 5:13,4/2/2015,5:13:00,5,2.02E+11,4600 BLOCK N 11TH ST,500,Burglary,20,2015-04,-75.142724,40.023378,19140
19,2,12/16/2015 17:03,12/16/2015,17:03:00,17,2.02E+11,1400 BLOCK N HIRST ST,1400,Vandalism/Criminal Mischief,15,2015-12,-75.243772,39.973631,19151
22,1,2/28/2015 19:46,2/28/2015,19:46:00,19,2.02E+11,2000 BLOCK N BROAD ST,600,Thefts,16,2015-02,-75.156733,39.984405,19121
39,1,9/3/2015 15:55,9/3/2015,15:55:00,15,2.02E+11,200 BLOCK EARLHAM TER,200,Rape,21,2015-09,-75.175746,40.028197,19144
22,3,5/16/2015 19:49,5/16/2015,19:49:00,19,2.02E+11,1500 BLOCK N BROAD ST,600,Thefts,16,2015-05,-75.158465,39.975896,19122
3,2,1/13/2015 18:23,1/13/2015,18:23:00,18,2.02E+11,2300 BLOCK S 05TH ST,700,Thefts,3,2015-01,-75.155656,39.920016,19148
9,1,9/7/2015 14:11,9/7/2015,14:11:00,14,2.02E+11,2000 BLOCK SANSOM ST,600,Thefts,8,2015-09,-75.174723,39.951389,19103
1,1,4/7/2015 15:28,4/7/2015,15:28:00,15,2.02E+11,2100 BLOCK S 22ND ST,600,Thefts,1,2015-04,-75.182756,39.92578,19145
7,3,9/22/2015 17:43,9/22/2015,17:43:00,17,2.02E+11,300 BLOCK AVON ST,500,Burglary,6,2015-09,-75.032024,40.116268,19116
6,1,6/17/2015 20:04,6/17/2015,20:04:00,20,2.02E+11,600 BLOCK N 13TH ST,1500,Weapon Violations,5,2015-06,-75.158353,39.965994,19123
22,1,10/17/2015 11:27,10/17/2015,11:27:00,11,2.02E+11,2400 BLOCK N CLARION ST,1800,Narcotic / Drug Law Violations,16,2015-10,-75.153581,39.990062,19132
15,2,4/8/2015 18:00,4/8/2015,18:00:00,18,2.02E+11,6400 BLOCK SACKETT ST,600,Thefts,11,2015-04,-75.058383,40.028961,19149
24,2,4/1/2015 14:35,4/1/2015,14:35:00,14,2.02E+11,2900 BLOCK HURLEY ST,1800,Narcotic / Drug Law Violations,17,2015-04,-75.12267,39.993589,19134
8,2,11/30/2015 13:16,11/30/2015,13:16:00,13,2.02E+11,9200 BLOCK BLUE GRASS RD 2,600,Thefts,7,2015-11,-75.029182,40.072328,19114
15,1,12/28/2015 10:59,12/28/2015,10:59:00,10,2.02E+11,4300 BLOCK BERMUDA ST,600,Thefts,11,2015-12,-75.081693,40.004219,19124
12,4,4/22/2015 18:48,4/22/2015,18:48:00,18,2.02E+11,800 BLOCK S 53RD ST,700,Thefts,9,2015-04,-75.229577,39.947632,19143
18,2,9/13/2015 16:41,9/13/2015,16:41:00,16,2.02E+11,5500 BLOCK OSAGE AVE,500,Burglary,14,2015-09,-75.233286,39.953914,19143
3,3,6/20/2015 9:43,6/20/2015,9:43:00,9,2.02E+11,1200 BLOCK GERRITT ST,700,Recovered Stolen Motor Vehicle,3,2015-06,-75.164355,39.931994,19147
2,2,5/18/2015 8:55,5/18/2015,8:55:00,8,2.02E+11,400 BLOCK E CHELTENHAM AV,600,Thefts,2,2015-05,-75.104862,40.043273,19120
3,1,7/25/2015 1:08,7/25/2015,1:08:00,1,2.02E+11,600 BLOCK E PASSYUNK AVE,2100,Driving Under The Influence,3,2015-07,-75.150473,39.941772,19147
5,2,5/29/2015 14:32,5/29/2015,14:32:00,14,2.02E+11,4600 BLOCK SILVERWOOD ST,600,Thefts,4,2015-05,-75.225212,40.032741,19128
22,3,8/17/2015 15:37,8/17/2015,15:37:00,15,2.02E+11,1200 BLOCK N BROAD ST,2500,Vagrancy/Loitering,16,2015-08,-75.159492,39.971511,19121
6,2,6/27/2015 19:50,6/27/2015,19:50:00,19,2.02E+11,700 BLOCK CHESTNUT ST,600,Thefts,5,2015-06,-75.153777,39.949649,19106
39,1,9/23/2015 21:05,9/23/2015,21:05:00,21,2.02E+11,0 BLOCK WYNEVA ST,1400,Vandalism/Criminal Mischief,21,2015-09,-75.162284,40.026358,19144
39,3,12/22/2015 11:14,12/22/2015,11:14:00,11,2.02E+11,2100 BLOCK W LEHIGH AVE,600,Thefts,21,2015-12,-75.166634,39.995551,19132
25,4,6/28/2015 17:18,6/28/2015,17:18:00,17,2.02E+11,1300 BLOCK W AUBURN ST,400,Aggravated Assault,18,2015-06,-75.152275,39.996009,19132
39,2,10/9/2015 13:04,10/9/2015,13:04:00,13,2.02E+11,1700 BLOCK W TIOGA ST,1800,Narcotic / Drug Law Violations,21,2015-10,-75.157488,40.006943,19140
