OBJECTID,ASSET_NAME,SITE_NAME,CHILD_OF,ADDRESS,TYPE,USE_,DESCRIPTION,SQ_FEET,ACREAGE,ZIPCODE,ALLIAS,CHRONOLOGY,NOTES,DATE_EDITED,EDITED_BY,OCCUPANT,TENANT,LABEL
191,Parkside-Evans Recreation Center,Parkside-Evans Recreation Center,West Fairmount Park,5301 PARKSIDE AVE,Land,Recreation Center, ,185275.31778,4.253353,19131, ,1866, ,12Nov2013,Vanessa Miller,PPR,,Parkside-Evans  
192,Carroll Park,Carroll Park,Carroll Park,5801 W GIRARD AVE,Land,Park- Square\Plaza, ,245194.946642,5.628924,19131, , , ,12Nov2013,Vanessa Miller,PPR,,Carroll Park
193,Clearview Park,Clearview Park,Clearview Park,7600 BUIST AVE,Land,Park- Mini, ,243694.533352,5.594479,19153, , , ,12Nov2013,Vanessa Miller,PPR,,Clearview Park
194,Rivera Recreation Center,Rivera Recreation Center,Rivera Recreation Center,3201 N 05TH ST,Land,Recreation Center, ,238678.480274,5.479326,19140,Mann Recreation Center, , ,12Nov2013,Vanessa Miller,PPR,,Rivera
195,Roosevelt Playground,Roosevelt Playground,Roosevelt Playground,4301 LEVICK ST,Land,Recreation Site, ,237987.595534,5.463465,19135, , , ,12Nov2013,Vanessa Miller,PPR,,Roosevelt 
196,Cherashore Playground,Cherashore Playground,Cherashore Playground,851 W OLNEY AVE,Land,Recreation Site, ,233012.823187,5.34926,19141, , , ,12Nov2013,Vanessa Miller,PPR,,Cherashore 
197,Barnes Foundation Museum,Barnes Foundation Museum,Benjamin Franklin Parkway,2051 BENJAMIN FRANKLIN PKY,Land,Museum, ,232547.564112,5.338579,19130, ,1917-1928, ,12Nov2013,Vanessa Miller,Lessee/Tenants,PAID Barnes Foundation,Barnes Foundation Museum
198,Granahan Playground,Granahan Playground,Cobbs Creek Park,338-50 N 65TH ST,Land,Recreation Site, ,232036.694991,5.326851,19151, ,1904-1928, ,12Nov2013,Vanessa Miller,PPR,,Granahan 
199,Connell Park,Connell Park,Connell Park,6401 ELMWOOD AVE,Land,Park- Mini, ,231775.856803,5.320863,19142, , , ,12Nov2013,Vanessa Miller,Lessee/Tenants,(Schools Without Borders) ACES Million Books,Connell Park
200,West Mill Creek,West Mill Creek,West Mill Creek,5100 WESTMINSTER AVE,Land,Park- Neighborhood, ,229170.237235,5.261046,19139, , , ,12Nov2013,Vanessa Miller,PPR,,West Mill Creek
201,Lonnie Young Recreation Center,Lonnie Young Recreation Center,Lonnie Young Recreation Center,1100 E CHELTEN AVE,Land,Recreation Center, ,228470.827115,5.244989,19138,East Germantown Recreation Center, , ,12Nov2013,Vanessa Miller,PPR,,Lonnie Young
202,Carousel House Recreation Center,Carousel House,West Fairmount Park,1701 BELMONT AVE,Land,Recreation Center,Regional\Watershed,228438.429216,5.244246,19131, ,1866, ,12Nov2013,Vanessa Miller,PPR,,Carousel House
203,Fitzpatrick Playground,Fitzpatrick Playground,Fitzpatrick Playground,3500 ACADEMY RD,Land,Recreation Site, ,227680.755792,5.226852,19154, , , ,12Nov2013,Vanessa Miller,PPR,,Fitzpatrick 
204,11th & Columbia Playground,11th & Columbia Playground,11th & Columbia Playground,1001-33 CECIL B MOORE AVE,Land,Recreation Site, ,226467.5182,5.199,19122, , , ,12Nov2013,Vanessa Miller,PPR,,11th & Columbia 
205,Waterview Recreation Center,Waterview Recreation Center,Waterview Recreation Center,5826 MC MAHON AVE,Land,Recreation Center, ,225540.643615,5.177721,19144, , , ,12Nov2013,Vanessa Miller,PPR,,Waterview 
206,Cohocksink Recreation Center,Cohocksink Recreation Center,Cohocksink Recreation Center,2901 CEDAR ST,Land,Recreation Center, ,222722.359971,5.113022,19134, , , ,12Nov2013,Vanessa Miller,PPR,,Cohocksink 
207,McMichael Park,McMichael Park,McMichael Park,3201-45 MIDVALE AVE,Land,Park- Neighborhood, ,221488.349234,5.084693,19129, ,1929, ,12Nov2013,Vanessa Miller,PPR,,McMichael Park
208,Fotteral Square,Fotteral Square,Fotteral Square,2400 N 11TH ST,Land,Park- Square\Plaza, ,220967.62354,5.072739,19133, , , ,12Nov2013,Vanessa Miller,PPR,,Fotteral Square
209,Murphy Recreation Center,Murphy Recreation Center,Murphy Recreation Center,300 SHUNK ST,Land,Recreation Center, ,216369.998426,4.967192,19148,Greenwich Recreation Center, , ,12Nov2013,Vanessa Miller,PPR,,Murphy
210,Harrowgate Park,Harrowgate Park,Harrowgate Park,3455 KENSINGTON AVE,Land,Park- Neighborhood, ,213977.775523,4.912273,19134,Gates Park, , ,12Nov2013,Vanessa Miller,PPR,,Harrowgate Park
211,48th & Woodland Playground,48th & Woodland Playground,48th & Woodland Playground,4740 WOODLAND AVE,Land,Recreation Site, ,213352.412616,4.897917,19143,Comegys Playground, , ,12Nov2013,Vanessa Miller,PPR,,48th & Woodland 
212,East Poplar Playground,East Poplar Playground,East Poplar Playground,800 N 08TH ST,Land,Recreation Site, ,210877.230417,4.841094,19123, , , ,12Nov2013,Vanessa Miller,PPR,,East Poplar 
213,Cruz Recreation Center,Cruz Recreation Center,Cruz Recreation Center,1400-52 N 05TH ST,Land,Recreation Center, ,209518.350754,4.809899,19122, , , ,12Nov2013,Vanessa Miller,PPR,,Cruz
214,Holmesburg Playground,Holmesburg Playground,Holmesburg Playground,4500 RHAWN ST,Land,Recreation Site, ,207862.171388,4.771878,19136, , , ,12Nov2013,Vanessa Miller,Lessee/Tenants,"Archdiocese of Philadelphia, fields",Holmesburg 
215,Lardner's Point Park,Lardner's Point Park,Lardner's Point Park,5202 LEVICK ST,Land,Park- Community, ,207079.258445,4.753905,19135, ,2005, ,12Nov2013,Vanessa Miller,PPR,,Lardner's Point Park
216,Cione Playground,Cione Playground,Cione Playground,2600 ARAMINGO AVE,Land,Recreation Site, ,207006.7197,4.752239,19125,Aramingo Sqaure, , ,12Nov2013,Vanessa Miller,PPR,,Cione 
217,Pleasant Playground,Pleasant Playground,Pleasant Playground,6750 BOYER ST,Land,Recreation Site, ,206049.657208,4.730268,19119, , , ,12Nov2013,Vanessa Miller,PPR,,Pleasant 
218,Athletic Recreation Center,Athletic Recreation Center,Athletic Recreation Center,1401-55 N 27TH ST,Land,Recreation Center, ,204864.344424,4.703057,19121, , , ,12Nov2013,Vanessa Miller,PPR,,Athletic
219,Ottinger Tract,Ottinger Tract,Ottinger Tract,7808 NIXON ST,Land,Park- Watershed\Conservation, ,204768.230316,4.700851,19128, ,1976, ,12Nov2013,Vanessa Miller,PPR,,Ottinger Tract
220,Happy Hollow Playground,Happy Hollow Playground,Happy Hollow Playground,4800 WAYNE AVE,Land,Recreation Site, ,203810.32038,4.67886,19144, , , ,12Nov2013,Vanessa Miller,PPR,,Happy Hollow 
221,Baldi School Playground,Baldi School Playground,Baldi School Playground,8725 VERREE RD,Land,Recreation Site, ,201404.517884,4.62363,19115, , , ,12Nov2013,Vanessa Miller,PPR,,Baldi School 
222,Simpson Playground,Simpson Playground,Simpson Playground,1010 ARROTT ST,Land,Recreation Site, ,199801.379373,4.586827,19124, , , ,12Nov2013,Vanessa Miller,PPR,,Simpson 
223,Monkiewicz Playground,Monkiewicz Playground,Monkiewicz Playground,3201 RICHMOND ST,Land,Recreation Site, ,430912.222471,9.892423,19134, , , ,12Nov2013,Vanessa Miller,PPR,,Monkiewicz 
224,Tustin Playground,Tustin Playground,Tustin Playground,5901-29 W COLUMBIA AVE,Land,Recreation Site, ,188748.700002,4.333091,19151, , , ,12Nov2013,Vanessa Miller,PPR,,Tustin 
225,Wharton Square Playground,Wharton Square Playground,Wharton Square Playground,1300 S 23RD ST,Land,Recreation Site, ,187321.030588,4.300316,19146, , , ,12Nov2013,Vanessa Miller,PPR,,Wharton Square 
226,Mifflin Square,Mifflin Square,Mifflin Square,500 WOLF ST,Land,Park- Square\Plaza, ,181727.063909,4.171896,19148, , , ,12Nov2013,Vanessa Miller,PPR,,Mifflin Square
227,Belfield Recreation Center,Belfield Recreation Center,Belfield Recreation Center,2109 W CHEW AVE,Land,Recreation Center, ,180312.539748,4.139423,19138, , , ,12Nov2013,Vanessa Miller,PPR,,Belfield
228,Overington Park,Overington Park,Overington Park,4600 LEIPER ST,Land,Park- Mini, ,180172.975478,4.136219,19124, , , ,12Nov2013,Vanessa Miller,PPR,,Overington Park
229,Columbus Square,Columbus Square,Columbus Square,1200 WHARTON ST,Land,Recreation Site, ,179097.681572,4.111533,19147,Passyunk Square, , ,12Nov2013,Vanessa Miller,PPR,,Columbus/DiProspero 
230,Capitolo Playground,Capitolo Playground,Capitolo Playground,900 FEDERAL ST,Land,Recreation Site, ,179060.924213,4.11069,19147, , , ,12Nov2013,Vanessa Miller,PPR,,Capitolo 
231,Vare Recreation Center,Vare Recreation Center,Vare Recreation Center,2600 MORRIS ST,Land,Recreation Center, ,178738.701713,4.103292,19145, , , ,12Nov2013,Vanessa Miller,PPR,,Vare 
232,Mt Airy Playground,Mt Airy Playground,Mt Airy Playground,7001 GERMANTOWN AVE,Land,Recreation Site, ,177371.335902,4.071902,19119, , , ,12Nov2013,Vanessa Miller,PPR,,Mt Airy 
233,Hillside Recreation Center,Hillside Recreation Center,Hillside Recreation Center,201 FOUNTAIN ST,Land,Recreation Center, ,176945.040532,4.062115,19127, , , ,12Nov2013,Vanessa Miller,PPR,,Hillside
234,Rodin Museum,Rodin Museum,Benjamin Franklin Parkway,2151 BENJAMIN FRANKLIN PKY,Land,Museum, ,175739.58963,4.034442,19130, ,1917-1928, ,12Nov2013,Vanessa Miller,Lessee/Tenants,Philadelphia Museum of Art (Corporation),Rodin Museum
235,Girard Estates Park,Girard Estates Park,Girard Estates Park,2101 SHUNK ST,Land,Park- Neighborhood, ,175123.828827,4.020306,19145,Girard Park,1951, ,12Nov2013,Vanessa Miller,PPR,,Girard Estates Park
236,Barry Playground,Barry Playground,Barry Playground,1800 JOHNSTON ST,Land,Recreation Site, ,174785.900673,4.012548,19145, , , ,12Nov2013,Vanessa Miller,PPR,,Barry 
237,Mullin Playground,Mullin Playground,Mullin Playground,4301 PRINCETON AVE,Land,Recreation Site, ,169603.542637,3.893577,19135, , , ,12Nov2013,Vanessa Miller,PPR,,Mullin 
238,McIlvain Playground,McIlvain Playground,McIlvain Playground,5200 N PENN ST,Land,Recreation Site, ,167874.747874,3.853889,19124,Frankford Playground, , ,12Nov2013,Vanessa Miller,PPR,,McIlvain 
239,Dendy Recreation Center,Dendy Recreation Center,Dendy Recreation Center,1501-39 N 10TH ST,Land,Recreation Center, ,163051.586143,3.743164,19122, , , ,12Nov2013,Vanessa Miller,PPR,,Dendy
240,Shissler Recreation Center,Shissler Recreation Center,Shissler Recreation Center,1800-56 BLAIR ST,Land,Recreation Center, ,162992.751413,3.741814,19125, , , ,12Nov2013,Vanessa Miller,PPR,,Shissler
241,Sacks Playground,Sacks Playground,Sacks Playground,400 WASHINGTON AVE,Land,Recreation Site, ,162849.106477,3.738516,19147, , , ,12Nov2013,Vanessa Miller,PPR,,Sacks 
242,Moss Playground,Moss Playground,Moss Playground,5700 TORRESDALE AVE,Land,Recreation Site, ,161471.09039,3.706881,19135, , , ,12Nov2013,Vanessa Miller,PPR,,Moss 
243,Rumph Playground,Rumph Playground,Rumph Playground,100-70 E JOHNSON ST,Land,Recreation Site, ,160300.816312,3.680015,19144, , , ,12Nov2013,Vanessa Miller,PPR,,Rumph
244,Emanuel Recreation Center ,Emanuel Recreation Center ,Emanuel Recreation Center ,8500 PICKERING AVE,Land,Recreation Center, ,160198.12595,3.677658,19150, , , ,12Nov2013,Vanessa Miller,PPR,,Emanuel
245,Francisville Playground,Francisville Playground,Francisville Playground,1737-39 FRANCIS ST,Land,Recreation Site, ,160029.074314,3.673777,19130, , , ,12Nov2013,Vanessa Miller,PPR,,Francisville 
246,Clara Muhammad Square,Clara Muhammad Square,Clara Muhammad Square,4700-30 LANCASTER AVE,Land,Park- Square\Plaza, ,156974.765283,3.603659,19131,Durham Park, , ,12Nov2013,Vanessa Miller,PPR,,Clara Muhammad Square
247,Harper's Hollow Park,Harper's Hollow Park,Harper's Hollow Park,5850 OGONTZ AVE,Land,Park- Mini, ,156433.53624,3.591234,19141, ,1917-1922, ,12Nov2013,Vanessa Miller,PPR,,Harper's Hollow Park
248,Deni Playground,Deni Playground,Deni Playground,1381 RUAN ST,Land,Recreation Site, ,154426.884659,3.545168,19124, , , ,12Nov2013,Vanessa Miller,PPR,,Deni 
249,Shuler Playground,Shuler Playground,Shuler Playground,2901 N 29TH ST,Land,Recreation Site, ,146425.420045,3.361479,19132, , , ,12Nov2013,Vanessa Miller,PPR,,Shuler 
250,Marian Anderson Recreation Center,Marian Anderson Recreation Center,Marian Anderson Recreation Center,740 S 17TH ST,Land,Recreation Center, ,146400.369436,3.360903,19146, , , ,12Nov2013,Vanessa Miller,PPR,,Anderson
251,Dickinson Square,Dickinson Square,Dickinson Square,1600 E MOYAMENSING AVE,Land,Park- Square\Plaza, ,145751.311323,3.346003,19148, , , ,12Nov2013,Vanessa Miller,PPR,,Dickinson Square
252,Disston Recreation Center,Disston Recreation Center,Disston Recreation Center,4423 LONGSHORE AVE,Land,Recreation Center, ,145227.590931,3.33398,19135, , , ,12Nov2013,Vanessa Miller,PPR,,Disston Park
253,Feltonville Recreation Center,Feltonville Recreation Center,Feltonville Recreation Center,231-37 E WYOMING AVE,Land,Recreation Center, ,142882.666133,3.280148,19120, , , ,12Nov2013,Vanessa Miller,PPR,,Feltonville
254,Palumbo Recreation Center,Palumbo Recreation Center,Palumbo Recreation Center,700 S 09TH ST,Land,Recreation Center, ,140307.413523,3.221028,19147, , , ,12Nov2013,Vanessa Miller,PPR,,Palumbo
255,Christy Recreation Center,Christy Recreation Center,Christy Recreation Center,728 S 55TH ST,Land,Recreation Center, ,137818.527905,3.163891,19143, , , ,12Nov2013,Vanessa Miller,PPR,,Christy
256,Jefferson Square,Jefferson Square,Jefferson Square,300 WASHINGTON AVE,Land,Park- Square\Plaza, ,136683.605258,3.137836,19147, , , ,12Nov2013,Vanessa Miller,PPR,,Jefferson Square
257,East Poplar Field,East Poplar Field,East Poplar Field,901-47 N 08TH ST,Land,Athletic,Multi-Use Sports Field,136494.953147,3.133505,19123, , , ,12Nov2013,Vanessa Miller,PPR,,East Poplar Field
258,63rd & Lindbergh Park,63rd & Lindbergh Park,63rd & Lindbergh Park,2800 S 63RD ST,Land,Park- Neighborhood, ,135984.44878,3.121786,19142, , , ,12Nov2013,Vanessa Miller,PPR,,63rd & Lindbergh Park
259,Cibotti Recreation Center,Cibotti Recreation Center,Cibotti Recreation Center,2500 S 77TH ST,Land,Recreation Center, ,135104.203061,3.101578,19153, , , ,12Nov2013,Vanessa Miller,PPR,,Cibotti 
260,Stinger Square Playground,Stinger Square Playground,Stinger Square Playground,1400 S 32ND ST,Land,Recreation Site, ,134760.838467,3.093696,19146, , , ,12Nov2013,Vanessa Miller,PPR,,Stinger Square 
261,Northwood Park,Northwood Park,Northwood Park,999 ARROTT ST,Land,Park- Neighborhood, ,257791.524781,3.006249,19124, , , ,12Nov2013,Vanessa Miller,PPR,,Northwood Park
262,Lower Mayfair Playground,Lower Mayfair Playground,Lower Mayfair Playground,3001 ROBBINS ST,Land,Recreation Site, ,130812.98391,3.003065,19149, , , ,12Nov2013,Vanessa Miller,PPR,,Lower Mayfair 
263,Pleasant Hill Park,Pleasant Hill Park,Pleasant Hill Park,9201 N DELAWARE AVE,Land,Park- Neighborhood, ,129510.748921,2.97317,19114, , , ,12Nov2013,Vanessa Miller,PPR,,Pleasanthill Park
264,Heitzman Playground,Heitzman Playground,Heitzman Playground,2136 CASTOR AVE,Land,Recreation Site, ,126803.920972,2.911029,19134, , , ,12Nov2013,Vanessa Miller,PPR,,Heitzman 
265,Fairhill Square,Fairhill Square,Fairhill Square,2601-61 N LAWRENCE ST,Land,Park- Square\Plaza, ,124693.807502,2.862587,19133, , , ,12Nov2013,Vanessa Miller,PPR,,Fairhill Square
266,Wister Playground,Wister Playground,Wister Playground,4971 BAYNTON ST,Land,Recreation Site, ,124329.807718,2.854231,19144, , , ,12Nov2013,Vanessa Miller,PPR,,Wister 
267,Chew Playground,Chew Playground,Chew Playground,1800 WASHINGTON AVE,Land,Recreation Site, ,123074.624779,2.825416,19146, , , ,12Nov2013,Vanessa Miller,PPR,,Chew 
268,Donald Finnegan Playground,Donald Finnegan Playground,Donald Finnegan Playground,1231 S 30TH ST,Land,Recreation Site, ,121983.690286,2.800371,19146, , , ,12Nov2013,Vanessa Miller,PPR,,Finnegan 
269,Kelly Park,Kelly Park,Kelly Park,440-42 PARKER AVE,Land,Park- Mini, ,121207.647205,2.782556,19128, , , ,12Nov2013,Vanessa Miller,PPR,,Kelly Park
270,Ramblers Ballfield,Ramblers Ballfield,Ramblers Ballfield,801-41 E ATLANTIC ST,Land,Athletic,Multi-Use Sports Field,118429.396503,2.718776,19134, , , ,12Nov2013,Vanessa Miller,PPR,,Ramblers Ballfield
271,Campbell Square,Campbell Square,Campbell Square,2525 E ALLEGHENY AVE,Land,Park- Square\Plaza, ,114587.760369,2.630584,19134,Allegheny Square, , ,12Nov2013,Vanessa Miller,PPR,,Campbell Square
272,Mill Creek Playground,Mill Creek Playground,Mill Creek Playground,743-81 N 48TH ST,Land,Recreation Site, ,114416.774488,2.626658,19139, , , ,12Nov2013,Vanessa Miller,PPR,,Mill Creek 
273,Morton Playground,Morton Playground,Morton Playground,88 E HAINES ST,Land,Recreation Site, ,114048.059849,2.618194,19144, , , ,12Nov2013,Vanessa Miller,PPR,,Morton 
274,Woodside Park,Woodside Park,Woodside Park,3910-18 CONSHOHOCKEN AVE,Land,Park- Neighborhood, ,113368.692445,2.602597,19131, , , ,12Nov2013,Vanessa Miller,PPR,,Woodside Park
275,Miles Mack Playground,Miles Mack Playground,Miles Mack Playground,732-66 N 36TH ST,Land,Recreation Site, ,112260.551921,2.577158,19104, , , ,12Nov2013,Vanessa Miller,PPR,,Miles Mack 
276,Cloverly Park,Cloverly Park,Cloverly Park,5425 WISSAHICKON AVE,Land,Park- Neighborhood, ,111294.098358,2.554971,19144, ,1913, ,12Nov2013,Vanessa Miller,PPR,,Cloverly Park
277,Clemente Playground,Clemente Playground,Clemente Playground,1800 WALLACE ST,Land,Recreation Site, ,110818.768689,2.544059,19130, , , ,12Nov2013,Vanessa Miller,PPR,,Clemente 
278,Juniata Park Older Adult Center,Juniata Park Older Adult Center,Juniata Park Older Adult Center,1231 E SEDGLEY AVE,Land,Older Adult Center, ,109603.430423,2.516159,19124, , , ,12Nov2013,Vanessa Miller,PPR,,Juniata Park Older Adult Center
279,Matthias Baldwin Park,Matthias Baldwin Park,Matthias Baldwin Park,423-33 N 19TH ST,Land,Park- Mini, ,108824.879701,2.498285,19130, ,1991, ,12Nov2013,Vanessa Miller,PPR,,Matthias Baldwin Park
280,Conestoga Playground,Conestoga Playground,Conestoga Playground,5200-300 MEDIA ST,Land,Recreation Site, ,107863.26225,2.47621,19131, , , ,12Nov2013,Vanessa Miller,PPR,,Conestoga 
281,Hetzell Playground,Hetzell Playground,Hetzell Playground,1301 E COLUMBIA AVE,Land,Recreation Site, ,107312.754691,2.463572,19125, , , ,12Nov2013,Vanessa Miller,PPR,,Hetzell 
282,Samuel Recreation Center,Samuel Recreation Center,Samuel Recreation Center,2501 E TIOGA ST,Land,Recreation Center, ,106291.560831,2.440128,19134,Fox Square, , ,12Nov2013,Vanessa Miller,PPR,,Samuel
283,Dorsey Playground,Dorsey Playground,Dorsey Playground,6501 HEGERMAN ST,Land,Recreation Site, ,105862.056768,2.430268,19135, , , ,12Nov2013,Vanessa Miller,PPR,,Dorsey 
284,John F. Kennedy Plaza,John F. Kennedy Plaza,Benjamin Franklin Parkway,1501 JOHN F KENNEDY BLV,Land,Park- Square\Plaza, ,102623.582878,2.355923,19102, ,1917-1928, ,12Nov2013,Vanessa Miller,PPR,,JFK Plaza (Love Park)
285,12th & Cambria Playground,12th & Cambria Playground,12th & Cambria Playground,1149 W CAMBRIA ST,Land,Recreation Site, ,102992.79715,2.364399,19133, , , ,12Nov2013,Vanessa Miller,PPR,,12th & Cambria 
286,Starr Garden Playground,Starr Garden Playground,Starr Garden Playground,600-44 LOMBARD ST,Land,Recreation Site, ,94391.598525,2.166942,19147, , , ,12Nov2013,Vanessa Miller,PPR,,Starr Garden 
287,Womrath Park,Womrath Park,Womrath Park,4098 FRANKFORD AVE,Land,Park- Mini, ,94360.394335,2.166225,19124, , , ,12Nov2013,Vanessa Miller,Lessee/Tenants,Police Athletic League of Phila.,Womrath Park
288,Guerin Recreation Center,Guerin Recreation Center,Guerin Recreation Center,2201 S 16TH ST,Land,Recreation Center, ,91081.140998,2.090944,19145, , , ,12Nov2013,Vanessa Miller,PPR,,Guerin
289,Clarkson Park,Clarkson Park,Clarkson Park,5401-55 N BROAD ST,Land,Park- Mini, ,89765.750797,2.060746,19141, , , ,12Nov2013,Vanessa Miller,Lessee/Tenants,Albert Einstein Health Network,Clarkson Park
290,Foglietta Plaza,I-95 Park,I-95 Park,109 SPRUCE ST,Land,Park- Linear\Parkway, ,89616.835477,2.057328,19106, ,1976, ,12Nov2013,Vanessa Miller,Lessee/Tenants,Phila Vietnam Veterans Memorial Advisory Fund,Foglietta Plaza
291,South Philadelphia Older Adults Center,South Philadelphia Older Adults Center,South Philadelphia Older Adults Center,1430 E PASSYUNK AVE,Land,Older Adult Center, ,88759.178953,2.037639,19147, , , ,12Nov2013,Vanessa Miller,PPR,,South Philadelphia Older Adults Center
292,Manayunk Park,Manayunk Park,Manayunk Park,4300 SILVERWOOD ST,Land,Park- Neighborhood, ,88196.987721,2.024732,19127, , , ,12Nov2013,Vanessa Miller,PPR,,Manayunk Park
293,DiSilvestro Playground,DiSilvestro Playground,DiSilvestro Playground,1700 S BROAD ST,Land,Recreation Site, ,86716.119189,1.990736,19145, , , ,12Nov2013,Vanessa Miller,PPR,,DiSilvestro
294,Penrose Playground,Penrose Playground,Penrose Playground,1101 W SUSQUEHANNA AVE,Land,Recreation Site, ,85569.504642,1.964413,19133, , , ,12Nov2013,Vanessa Miller,PPR,,Penrose 
295,Seger Park Playground,Seger Park Playground,Seger Park Playground,1000-42 LOMBARD ST,Land,Recreation Site, ,83472.614098,1.916275,19147, , , ,12Nov2013,Vanessa Miller,PPR,,Seger Park 
296,Cassiano Park,Cassiano Park,Cassiano Park,2301 N 04TH ST,Land,Park- Neighborhood, ,81415.948472,1.86906,19133, , , ,12Nov2013,Vanessa Miller,PPR,,Cassiano Park
297,Venice Island Playground,Venice Island Playground,Venice Island Playground,1 RECTOR ST,Land,Recreation Site, ,78450.077823,4.578465,19127, , , ,08Aug2016,Nora Dougherty,PPR,,Venice Island 
298,Hancock Playground,Hancock Playground,Hancock Playground,147 MASTER ST,Land,Recreation Site, ,78054.326401,1.791888,19122, , , ,12Nov2013,Vanessa Miller,PPR,,Hancock 
299,Sayre-Morris Recreation Center,Sayre-Morris Recreation Center,Sayre-Morris Recreation Center,5825 SPRUCE ST,Land,Recreation Center, ,75676.896461,1.737309,19139, , , ,12Nov2013,Vanessa Miller,PPR,,Sayre-Morris
300,Burke Playground,Burke Playground,Burke Playground,200 SNYDER AVE,Land,Recreation Site, ,74678.215412,1.714383,19148, , , ,12Nov2013,Vanessa Miller,PPR,,Burke 
301,Kay Park,Kay Park,Kay Park,4712 PULASKI AVE,Land,Park- Mini, ,74370.760756,1.707325,19144, ,???, ,12Nov2013,Vanessa Miller,PPR,,Kay Park
302,Wissahickon Playground,Wissahickon Playground,Wissahickon Playground,5326 PULASKI AVE,Land,Recreation Site, ,73491.024716,1.687129,19144,Kelly Playground, , ,12Nov2013,Vanessa Miller,PPR,,Wissahickon Playground
303,Sherwood Park,Sherwood Park,Sherwood Park,5601 BALTIMORE AVE,Land,Park- Mini, ,71577.443452,1.643199,19143, , , ,12Nov2013,Vanessa Miller,PPR,,Sherwood Park
304,Howell Park,Howell Park,Howell Park,5215 GREENE ST,Land,Park- Mini, ,67196.077179,1.542616,19144, , , ,12Nov2013,Vanessa Miller,PPR,,Howell Park
305,39th & Olive Playground,39th & Olive Playground,39th & Olive Playground,700-14 N 39TH ST,Land,Recreation Site, ,65759.840415,1.509644,19104, , , ,12Nov2013,Vanessa Miller,PPR,,39th & Olive 
306,Towey Playground,Towey Playground,Towey Playground,1832-50 N HOWARD ST,Land,Recreation Site, ,63247.90478,1.451978,19122, , , ,12Nov2013,Vanessa Miller,PPR,,Towey 
307,Fishtown Recreation Center,Fishtown Recreation Center,Fishtown Recreation Center,1202-32 E MONTGOMERY AVE,Land,Recreation Center, ,63148.134478,1.449687,19125,Lederer Recreation Center, , ,12Nov2013,Vanessa Miller,PPR,,Fishtown
308,Shot Tower Playground,Shot Tower Playground,Shot Tower Playground,101-31 CARPENTER ST,Land,Recreation Site, ,62981.707869,1.445867,19147, , , ,12Nov2013,Vanessa Miller,PPR,,Shot Tower 
309,Hissey Playground,Hissey Playground,Hissey Playground,400-32 E INDIANA AVE,Land,Recreation Site, ,62663.591561,1.438564,19134, , , ,12Nov2013,Vanessa Miller,PPR,,Hissey 
310,Shevchenko Park,Shevchenko Park,Shevchenko Park,5301 N BROAD ST,Land,Park- Mini, ,57307.525405,1.315605,19141, , , ,12Nov2013,Vanessa Miller,PPR,,Shevchenko Park
311,Jerome Brown Playground,Jerome Brown Playground,Jerome Brown Playground,1927-41 W ONTARIO ST,Land,Recreation Site, ,56399.203549,1.294753,19140,Kenderton Park Playground, , ,12Nov2013,Vanessa Miller,PPR,,"Kenderton 
"
312,Inn Yard Park,Inn Yard Park,East Fairmount Park,4208-52 RIDGE AVE,Land,Park- Neighborhood, ,56011.390412,1.28585,19129, ,1844, ,26Jun2014,Nora Dougherty,PPR,,Inn Yard Park
313,Rizzo Ice Rink,Rizzo Ice Rink,Rizzo Ice Rink,1101 S FRONT ST,Land,Ice Rink, ,55675.094589,1.278129,19147, , , ,12Nov2013,Vanessa Miller,PPR,,Rizzo Rink
314,Lovett Park,Lovett Park,Lovett Park,6923-45 GERMANTOWN AVE,Land,Park- Mini, ,53418.350919,1.226322,19119, , , ,12Nov2013,Vanessa Miller,PPR,,Lovett Park
315,Kelly Pool,Kelly Pool,West Fairmount Park,4200 LANSDOWNE DR,Land,Pool, ,52834.009835,1.212907,19131, ,1866, ,12Nov2013,Vanessa Miller,PPR,,Kelly Pool
316,30th & Jefferson Playground,30th & Jefferson Playground,30th & Jefferson Playground,3001-15 JEFFERSON ST,Land,Recreation Site, ,52552.637861,1.206447,19121, , , ,12Nov2013,Vanessa Miller,PPR,,30th & Jefferson 
317,20th & Tioga Ballfield,20th & Tioga Ballfield,20th & Tioga Ballfield,2001 W TIOGA ST,Land,Athletic,Baseball Field,52236.784591,1.199196,19140, , , ,12Nov2013,Vanessa Miller,PPR,,20th & Tioga Ballfield
318,Herron Playground,Herron Playground,Herron Playground,1322 S 02ND ST,Land,Recreation Site, ,48781.513918,1.119874,19147, , , ,12Nov2013,Vanessa Miller,PPR,,Herron 
319,Buist Park,Buist Park,Buist Park,2528 HOBSON ST,Land,Park- Mini, ,48206.548566,1.106675,19142, , , ,12Nov2013,Vanessa Miller,PPR,,Buist Park
320,Pop's Playground,Pop's Playground,Pop's Playground,2150-72 E HUNTINGDON ST,Land,Recreation Site, ,47141.855274,1.082232,19125, , , ,12Nov2013,Vanessa Miller,PPR,,Pop's 
321,Deritis Playground,Deritis Playground,Deritis Playground,5655 GRAYS AVE,Land,Recreation Site, ,45832.180085,1.052166,19143, , , ,12Nov2013,Vanessa Miller,PPR,,Deritis 
322,Amos Playground,Amos Playground,Amos Playground,1817-59 N 16TH ST,Land,Recreation Site, ,45796.185722,1.05134,19121, , , ,12Nov2013,Vanessa Miller,PPR,,Amos
